OverallQual,GrLivArea,TotalBsmtSF,1stFlrSF,YearBuilt,YearRemodAdd,GarageCars,GarageArea,FullBath,TotRmsAbvGrd,KitchenQual,Fireplaces,LotArea,Neighborhood,ExterQual,PropertyType,DPE,HasPool,AgentID,SaleDate,SalePrice
6,115.7,51.5,865.28,1955,1918,2,422.97,2.0,3 pièces,Ex,3,39.9,Passy,Gd,Maison,F,1,,2022-11-07,1256822.0
4,155.7,156.6,1143.9,2022,1970,2,339.09,1.0,8,TA,2,891.2,Bercy,Gd,APPARTEMENT,G,1,Agent_37,,1273834.0
6,69.9,40.1,1250.47,1949,1931,0,439.4,1.0,6,Ex,3,504.0,Montmartre,Gd,Loft,D,0,,2018-06-26,521153.0
6,173.6,24.8,938.33,1983,1963,1,104.2,4.0,8,N/A,1,650.4,Saint-Germain,Gd,apartment,D,,Agent_17,2020-10-06,1546128.0
7,26.3,5.8,982.62,1934,2023,1,316.96,1.0,8,Gd,0,592.1,République,TA,Appartement,,0,Agent_12,2017-01-17,267822.0
6,133.3,80.2,58229.99999999999,1930,1953,1,280.51,1.0,2,TA,2,122.3,invalides,TA,Appartement,D,,Agent_10,2017-12-07,748348.0
6,198.4,110.7,1573.85,,1954,1,291.96,2.0,3,Ex,0,555.4,Saint-Germain,Ex,Loft,,0,,2023-01-26,1819038.0
7,364.1,,1162.21,1944,1700,1,-376.22,3.0,2,Gd,2,845.4,Auteuil,Gd,Maison,D,0,,2016-06-26,3846930.0
6,166.5,23.2,1421.31,1700,2008,1,383.96,3.0,4,Ex,2,476.5,Bercy,Gd,Appartement,E,0,Agent_36,2016-09-27,50000.0
5,96.6,162.1,1158.79,2009,1924,1,49.63,1.0,4 pièces,TA,0,221.5,Bastille,TA,Maison,D,0,Agent_16,2016-04-20,613071.0
5,86.1,,610.14,,1964,1,239.68,3.0,8,Gd,1,598.0,Montmartre,Gd,Studio,C,1,,2022-03-24,577928.0
4,95.2,63.2,951.03,1972,0,0,276.83,1.0,5,,1,-100,Opéra,TA,Duplex,,0,Agent_36,,23377893.17610436
4,68.7,6.0,937.46,1932,2023,1,677.26,1.0,7,Gd,1,888.8,République,TA,Studio,B,0,,2020-11-05,393261.0
5,182.0,26.6,827.24,1988,1964,1,,2.0,6,Ex,,,Bastille,TA,Appartement,B,0,,,1374122.0
7,61.8,79.5,838.73,1952,1963,0,302.44,4.0,3,TA,0,0,République,Ex,Duplex,,0,Agent_8,15/11/2019,473757.0
7,36.8,90.0,707.0 sqft,1970,,-1,,1.0,,Gd,2,341.9,Oberkampf,Ex,Maison,C,0,Agent_39,2020-01-25,334647.0
4,90.8,150.2,639.77,1900,,0,808.34,1.0,6,ta,0,881.8,Bercy,Gd,,B,0,Agent_7,2017-11-15,
6,141.4,166.8,1111.68,1952,1926,1,627.85,1.0,5,Gd,1,1049.7,Opéra,Ex,Maison,B,0,Agent_18,2017-06-12,1064116.0
3,164.7,153.2,1015.49,1930,2019,1,445.25,2.0,2,Gd,0,387.1,Pigalle,Gd,Studio,,0,Agent_46,2016-03-11,811762.0
7,-10,151.5,1184.16,1932,1984,Oui,,1.0,5,Excellent,1,529.5 m²,Opéra,TA,Appartement,E,0,,2017-09-21,50000.0
6,143.1,48.2,979.28,2019,1918,1,756.79,3.0,1,Gd,0,389.0,,TA,Maison,,0,,2017-01-28,1219976.0
5,153.5,47.1,1560.45,2022,1950,1,474.43,2.0,1,Gd,0,482.6,Invalides,Gd,Appartement,D,0,,2023-02-15,1690801.0
3,203.8,92.6,902.27,2023,1956,0,607.49,3.0,,TA,1,15.0,Oberkampf,Gd,Maison,,0,Agent_25,2015-03-08,
3,76.3,101.1,651.97,0,1936,0,659.86,1.0,1,TA,0,453.5,Clignancourt,Gd,?,,0,Agent_8,2017-01-13,50000.0
6,203.9,134.3,949.83,2015,1963,1,530.71,2.0,5,Gd,2,515.4,Passy,Gd,Appartement,E,0,Agent_41,2015-10-16,1871826.0
7,42.4,38.6,865.72,1989,0,2,-509.08,1.0,1,Good,0,271.0,Nation,Ex,Appartement,,0,Agent_6,2021-05-21,393228.0
7,245.1,195.5,667.74,1938,1931,2,606.85,4.0,1,Excellent,2,691.8,Passy,Gd,Maison,C,0,,2020-12-25,2687449.0
6,30.1,57.4,676.56,2016,1983,-1,160.98,1.0,7,Gd,1,14.3,BERCY,Gd,Maison,B,1,Agent_27,2019-02-18,236497.0
8,42.8,3.5,1216.43,1934,1998,1,499.02,1.0,3,Fa,,0.1,Vincennes,Ex,Studio,E,0,,2020-04-10,385381.0
5,,,522.69,2011,1979,1,147.97,3.0,7,Excellent,0,86.3,Bercy,Gd,Maison,,0,Agent_17,2023-01-11,819647.0
7,219.1,104.4,1122.31,2022,1953,1,520.89,1.0,4,Gd,1,1014.2,Passy,TA,Maison,C,0,Agent_4,2019-11-08,2847510.0
7,268.8,137.3,1069.81,1911,,1,714.56,1.0,5,Fa,1,153.0,Montmartre,Gd,Appartement,G,1,,2017-09-10,1917349.0
5,103.7,69.3,728.25,2014,1903,1,628.81,2.0,2,Good,0,375.8,PASSY,Gd,Duplex,D,1,Agent_21,2018-07-03,691297.0
6,64.5,75.5,814.36,1934,1967,1,342.17,2.0,5,TA,,807.4,Oberkampf,Gd,Villa,B,0,,2018-09-22,533633.0
6,95.4,112.7,1310.03,1911,1975,3,527.82,2.0,8,Gd,2,464.3,Vincennes,Ex,Duplex,,0,,2023-02-08,626101.0
4,110.6,100.4,879.0 sqft,1917,1906,Oui,,2.0,8,TA,0,184.0,Opéra,Gd,Villa,D,0,,2019-07-11,650867.0
10,131.5,107.5,1034.39,2012,1906,1,343.83,3.0,7,Gd,1,680.0,Luxembourg,TA,Loft,E,N,Agent_27,2015-05-06,1448138.0
4,77.3,83.4,1079.74,1907,1999,1,653.32,2.0,3,Ex,1,507.8,Pigalle,Gd,Maison,C,0,Agent_45,2022-10-20,393440.0
4,66.4,,760.43,1969,0,3,392.62,2.0,6,Gd,0,713.1,Pigalle,Fa,Appartement,E,0,Agent_43,2018-12-13,451480.0
7,,38.5,610.27,1963,2019,1,155.6,3.0,0,Gd,1,642.4,Marais,Gd,Appartement,B,1,Agent_33,Q3 2020,658684.0
3,137.8,141.9,1244.82,1946,1996,1,549.17,1.0,,Fa,3,519.2,Oberkampf,Gd,Maison,,0,,2022-09-26,912832.0
6,226.8,97.3,890.52,1993,1978,2,662.17,2.0,8,TA,0,254.8,,Gd,Appartement,D,1,,2020-03-25,1684774.0
-1,10,88.6,1476.63,1990,1913,1,445.21,1.0,5,Ex,1,210.2,Pigalle,TA,Maison,,0,Agent_39,2015-06-25,50000.0
5,166.2,16.0,972.5,2017,1999,1,449.7,1.0,6,Gd,0,1533.3,Passy,TA,Appartement,,0,Agent_21,2020-08-28,1799035.0
7,-10,151.2,843.98,1925,1914,1,438.09,3.0,8,Fa,1,25.4,Saint-Germain,TA,Appartement,,0,,2020-04-15,50000.0
4,101.9,79.1,858.69,1969,1905,0,,4.0,1,Gd,1,510.0,Opéra,Ex,Studio,,,,2018-02-27,682257.0
5,70.9,79.7,419.9,1988,1933,0,572.99,1.0,3,Gd,0,0,Batignolles,TA,Maison,D,0,,2021-05-07,587540.0
6,60.0,117.8,882.39,1916,1983,0,459.27,1.0,2,Gd,1,458.4,VINCENNES,Gd,Maison,D,1,Agent_41,2018-09-21,289876.0
6,261.5,97.1,1159.88,1935,1979,1,509.44,3.0,3,Gd,0,163.7,Châtelet,Ex,Maison,,0,,2019-11-04,1820061.0
5,141.4,102.2,910.3,2001,2018,2,238.73,2.0,2,N/A,1,110.3,Pas??,Fa,Appartement,C,0,,2015-05-10,1016480.0
9,19.3,33.6,1139.25,1954,2022,1,467.24,2.0,6,TA,1,0,Vincennes,Gd,Appartement,D,0,,2019-02-19,262759.0
6/10,78.2,224.9,98224.0,1913,1934,1,177.52,1.0,5,,0,240.7,Invalides,TA,Appartement,,N,Agent_9,2015-09-25,696139.0
6,60.7,145.3,881.43,1931,1971,-1,496.73,1.0,6,TA,1,117.2,Marais,Gd,Maison,,0,,2023-12-07,352855.0
7,127.3,15.6,554.35,1923,1700,0,469.31,1.0,4,TA,0,1457.7,Montmartre,Ex,Studio,A,Non,Agent_20,2019-07-25,592738.0
6,188.7,105.4,1114.22,1956,1977,3,279.0 m²,1.0,6,Ex,1,1028.2,Auteuil,Gd,Appartement,,1,Agent_22,2020-10-06,1131959.0
6,110.4,,984.01,1914,1938,0,421.78,1.0,8,TA,2,605.1,Clignancourt,Gd,Maison,D,1,Agent_49,2017-09-02,913817.0
5,191.5 m²,,1358.14,1982,2010,1,436.3,3.0,8,TA,1,400.3,pigalle,Ex,Appartement,G,0,Agent_13,2017-03-20,623893.0
9,147.4,81.3,1642.12,1905,1952,3,688.47,1.0,4,Fa,1,18.2,Bastille,Fa,Appartement,F,0,,2015-11-05,782819.0
6,0,102.2,1057.49,1932,1967,2,207.21,,8,TA,3,560.2,Invalides,Gd,Studio,,0,Agent_31,2021-08-25,50000.0
5,197.9,27.3,300,1987,1926,2,803.02,1.0,6,TA,0,960.4,République,Ex,Maison,E,0,,2021-08-04,1592058.0
5,86.9,,424.44,1963,1997,3,438.31,10.0,1,Ex,0,1223.7,Marais,TA,Duplex,D,0,Agent_41,2016-02-06,352601.0
5,161.3,104.9,933.39,1947,1982,3,541.09,1.0,8,Fa,0,33.1,LUXEMBOURG,TA,Studio,,0,Agent_15,2022-06-28,765453.0
6,131.9,0,1424.9,1956,1914,,275.63,4.0,6,TA,3,926.0,Bastille,TA,Appartement,A,0,Agent_33,2023-03-11,863585.0
7,13.3,63.2,716.98,0,1934,1,477.89,3.0,4,Gd,No,,Luxembourg,Fa,Maison,C,0,,2015-02-12,50000.0
9,112.7,32.4,998.17,1929,1905,0,-503.06,3.0,5,Gd,1,0,Montmartre,Gd,Maison,E,0,Agent_5,2017-11-03,1213162.0
6,48.2,90.6,894.97,1968,1999,0,272.36,3.0,6,?,1,380.2,Marais,Fa,Villa,E,0,Agent_41,2016-04-23,342255.0
4,165.5,188.6,737.35,1964,1931,2,347.38,1.0,6,TA,2,222.0,Batignolles,Ex,Loft,C,0,,2018-07-15,1702068.0
5,121.1,98.5,1047.87,1918,2021,0,641.75,0.0,5,TA,0,139.3,Opéra,TA,Maison,B,Non,Agent_46,2021-10-06,654556.0
7,97.4,72.6,1230.68,1938,1988,0,282.43,1.0,6,Fa,0,187.8,Oberkampf,Gd,Appartement,D,0,Agent_22,2018-02-06,835060.0
6,78.0,79.6,828.91,2002,1950,1,507.63,2.0,-2,,3,652.4,,TA,?,,0,,2023-10-02,510587.0
4,,63.9,1104.75,1957,1967,3,391.41,1.0,7,TA,0,358.2,Passy,Gd,Duplex,,0,Agent_33,2021-06-06,548576.0
5,63.3,115.5,964.19,1987,1912,1,299.44,1.0,6,Gd,1,904.0,Batignolles,Gd,Maison,F,0,Agent_8,2017-11-10,430003.0
9,95.0,64.1,589.09,1964,1915,0,-938.88,2.0,5,Gd,0,1284.2,Nation,Fa,Studio,D,0,Agent_49,2015-05-26,772496.0
6,129.7,60.6,686.97,2013,1905,0,381.39,1.0,3,Gd,1,913.2,Opéra,,Studio,,0,Agent_43,2018-07-16,1225750.0
7,75.0,94.9,854.31,1913,1998,1,641.09,,1,Gd,0,85.2,Montmartre,TA,Studio,,0,Agent_48,2018-01-01,352044.0
15,231.1,123.8,1144.67,2021,1956,1,483.17,1.0,4,Ex,1,,Batignolles,TA,Appartement,,Non,Agent_35,2018-09-14,4583143.0
6,157.7,146.4,833.7,1998,1928,0,639.13,2.0,8,Gd,3,606.7,Luxembourg Luxembourg,Ex,Maison,B,,Agent_5,2022-08-14,1225381.0
5,259.8,,498.3,1905,2020,1,453.71,3.0,2,Gd,1,316.3,Clignancourt,,Studio,,1,,2023-09-15,1259760.0
8,244.4,132.9,1143.42,1949,2021,1,455.07,2.0,3,Gd,0,1244.0,Passy,Ex,Maison,,0,,2017-03-02,3043229.0
4,,199.9,492.04,2014,1932,1,601.8,3.0,1,N/A,2,1019.5,République République,,Maison,D,0,,2018-11-09,622079.0
6,62.5,0,858.01,1997,1925,0,446.76,1.0,2,TA,2,104.7,Opéra,Gd,Studio,A,0,,2018-06-04,584980.0
4,122.6,35.4,1107.23,0,1992,1,416.79,2.0,1,Ex,0,397.1,Vincennes,TA,Appartement,,0,Agent_33,2016-06-28,50000.0
6,156.5,-50,629.48,1940,1903,1,738.29,3.0,2,Fa,1,7.5,Saint-Germain,Fa,Studio,,0,,2021-06-16,1185011.0
4,136.5,98.9,536.04,1941,2006,1,513.95,3.0,2,TA,1,20.9,Clignancourt,Gd,Appartement,D,0,,2020-07-19,893822.0
8,115.5,108.0,620.53,1900,1950,0,403.77,1.0,1,Ex,1,967.7,Nation,Fa,Maison,,N,Agent_18,2023-09-27,684030.0
6,173.3,9.9,997.91,1965,1992,2,235.05,4.0,4,TA,3,660.2,Pantin,Gd,Maison,D,0,Agent_39,2018-09-07,1280191.0
5,98.8,164.1,1155.12,1976,1942,0,416.42,1.0,6,Fa,0,45.3,Belleville,Gd,Maison,D,1,Agent_30,2019-05-20,762808.0
,143.4,37.8,1298.83,1926,1988,1,418.99,1.0,,TA,1,848.2,Pigalle,TA,Appartement,C,0,Agent_41,2017-10-26,1070942.0
0,161.0,81.1,1049.25,1923,1927,2,275.51,2.0,6,Gd,1,779.4,Clignancourt,Ex,Maison,E,0,,2022-05-22,558742.0
5,168.9,111.3,1200.7,1943,1971,3,337.73,2.0,2,Excellent,0,101.0,Marais,Fa,Maison,F,0,,2023-08-02,1027534.0
8,24.3,199.1,1090.7,1925,2021,1,258.73,2.0,1,Gd,1,639.6,République,Gd,Maison,A,0,Agent_40,2020-12-27,209411.0
6,127.3,65.7,926.34,1972,2000,1,781.13,2.0,8,TA,0,23.9,Vincennes,Gd,Duplex,,0,,2017-03-01,1410469.0
5,154.3,157.8,975.78,1984,2004,,542.21,1.0,50,Gd,0,178.1,,Gd,Appartement,D,0,Agent_45,2021-04-03,1126614.0
8,32.2,16.6,896.85,2013,1988,0,674.66,3.0,5,TA,0,1031.9,luxembourg,Ex,Maison,E,,,2015-03-15,378028.0
6,120.4,39.4,938.23,1920,1977,0,410.17,2.0,5,Ex,1,765.8,Pigalle,Ex,Studio,A,0,Agent_4,2015-03-25,753742.0
5,125.6,99.3,735.31,1967,2022,3,247.67,1.0,6,Gd,1,478.1,Marais,Gd,Appartement,,0,Agent_11,2017-02-11,829340.0
9,113.6,75.2,1207.73,1941,1994,3,181.49,2.0,7,Gd,3,314.0,Auteuil,Gd,Appartement,E,0,,2022-11-23,1136790.0
5,221.1,21.0,1649.93,2023,1962,1,175.01,1.0,3,Gd,2,134.4,Montmartre,Fa,Appartement,E,1,,2023-10-05,1946565.0
4,163.2,45.7,-904.87,1930,1965,2,65652.0,1.0,0,TA,0,66.2,Belleville,Ex,Appartement,E,N,Agent_33,2018-07-08,625443.0
5,115.7,68.6,685.75,1991,1984,1,378.6,1.0,1,Gd,2,48.1,Belleville,Gd,Appartement,D,0,Agent_45,2023-06-12,899055.0
6,195.1,15.8,832.03,1913,2004,3,291.64,1.0,8,TA,1,389.8,Belleville,Gd,Duplex,C,0,Agent_1,2018-06-23,1290903.0
6,93.2,50.3,1281.23,2002,1990,,801.0,4.0,3,Gd,0,1106.9,Luxembourg,TA,Maison,C,0,Agent_12,2017-04-04,878852.0
3,87.6,40.1,866.0 sqft,2016,1927,0,1080.64,1.0,7,Po,1,390.5,République,Gd,Appartement,D,1,,21/8/2016,544084.0
6,178.5,122.2,517.67,1915,1960,1,488.31,1.0,3,Gd,Yes,175.9,opéra,TA,Loft,F,1,,2015-06-07,636100.0
7,82.6,117.8,1239.36,1980,2006,2,240.93,1.0,5,TA,2,40.6,Batignolles,TA,Appartement,,0,Agent_29,2022-06-22,856789.0
3,236.6,95.0,955.61,1948,2015,3,39835.0,3.0,4,Gd,1,157.9,Nation,TA,Appartement,D,0,,2022-06-06,975217.0
6,11.2,42.6,949.22,1968,2020,2,-413.6,1.0,,Ex,0,8.1 m²,Châtelet,TA,Studio,E,0,,2021-07-03,64986.0
5,124.9,144.8,898.97,1928,1961,1,837.06,2.0,5,TA,2,180.0,République,Ex,Duplex,,0,Agent_14,2023-03-21,868214.0
6,61.4,33.1,601.72,1919,1905,1,536.91,2.0,4,Gd,,515.1,Luxembourg,Ex,Loft,,0,,2022-08-09,411736.0
4,166.3,53.4,1280.15,1948,1956,1,343.5,3.0,4,Fa,0,401.7,Oberkampf,Ex,Duplex,,0,,2018-03-19,754047.0
6,0,146.2,1151.16,1990,2012,0,409.84,1.0,1,TA,1,190.8,Opéra,Gd,Appartement,C,0,,2022-08-03,50000.0
3,59.1,13.8,734.18,1901,1987,0,247.45,2.0,1,N/A,0,281.8,Pigalle,Gd,LOFT,,0,Agent_34,2016-02-17,254316.0
3,132.3,28.7,1505.18,1952,2010,0,471.97,2.0,4,TA,0,7.2,Passy,TA,Villa,B,1,Agent_16,2018-02-09,698227.0
2,81.8,186.2,1470.99,1987,1965,0,515.54,1.0,8,Gd,2,680.4,,Ex,APPARTEMENT,,0,,2018-07-24,379201.0
6,88.7,,1002.09,1972,1969,0,352.19,2.0,1,Gd,3,918.7,Vin??,Gd,Appartement,,0,,2015-02-22,548952.0
5,75.0,67.8,576.79,1996,1913,3,758.88,1.0,2,TA,1,668.6,Pantin,Ex,Studio,D,0,,2020-12-17,748694.0
6,140.2,205.4,883.26,1911,1971,1,359.2,2.0,6,Gd,3,446.6,Pigalle,Gd,Appartement,F,0,Agent_9,2020-07-28,762131.0
6,98.1,19.4,821.33,1984,1909,1,478.57,1.0,8,Good,0,1055.9,Nation,Gd,Appartement,,1,Agent_37,2015-08-28,799999.0
7,92.6,105.3,1164.75,1972,1994,0,82.79,2.0,4,TA,1,146.5,Bercy,Gd,Maison,D,0,,2016-09-01,1189278.0
0,157.7,50.2,753.04,2005,1906,,-365.12,1.0,8,,1,1021.3,Vincennes,Gd,Maison,D,0,Agent_21,2016-07-03,577232.0
7,82.1,60.1,906.21,1964,2003,0,491.09,1.0,8,Fa,1,285.5,Opéra,Gd,house,,0,Agent_13,2021-10-16,815023.0
7,137.3,125.4,1335.45,2003,2017,,453.12,4.0,7,Ex,0,0,Invalides,Gd,Appartement,C,0,Agent_25,2023-07-22,1338250.0
7,286.3,18.0,921.53,1941,1999,2,432.49,3.0,50,TA,1,213.3,Oberkampf,gd,Maison,D,0,Agent_44,2016-02-12,2014194.0
5,91.9,47.1,567.7,2000,2021,,544.04,2.0,4,TA,0,779.5,Luxembourg,Gd,Appartement,,0,Agent_15,2016-06-26,812879.0
7,104.6,0,1070.17,1912,2012,0,288.09,2.0,7,Gd,0,137.9,Châtelet,TA,Maison,F,0,Agent_28,2022-08-13,572149.0
5,49.3,72.7,,1912,1906,2,787.52,1.0,7,TA,0,417.7,Châtelet,Gd,Appartement,C,0,Agent_49,2021-06-19,267759.0
4,135.8,182.1,837.35,1985,1929,2,4.22,3.0,4,Ex,1,504.8,Batignolles,TA,Loft,,Non,Agent_25,2018-03-10,1289288.0
7,133.1,133.4,868.74,1938,1919,1,307.1,1.0,1,Ex,0,294.7,Châtelet,None,apartment,F,0,Agent_18,2017-10-15,889176.0
4,37.6,163.4,1151.73,1992,2012,1,434.13,3.0,7,Ex,0,811.1,Luxembourg,Ex,Maison,E,0,Agent_9,2018-07-20,234462.0
7,105.1,95.8,524.45,2006,1918,2,295.75,10.0,4,Gd,1,1126.6,République,Gd,Duplex,C,0,,2020-10-21,1090474.0
4,54.0,104.0,607.54,1993,2009,1,699.6,4.0,6,Gd,1,610.3,Marais,Gd,Appartement,G,0,Agent_33,2016-06-27,337013.0
5,189.0,142.8,,1946,1934,1,346.26,,1,TA,1,519.0,Nation,Ex,Maison,D,0,Agent_5,2021-10-22,740901.0
4,174.0,0,688.58,1986,2008,2,415.25,2.0,5,TA,1,910.2,Saint-Germain,TA,Appartement,E,1,Agent_49,2019-06-04,1530039.0
15,19.9 sqft,184.3,1506.04,1902,1999,0,579.4,2.0,5,TA,0,566.3,Passy,Gd,Villa,D,0,Agent_4,2023-02-03,693824.0
6,122.6,26.7,512.06,1927,2005,0,141.0 m²,1.0,8,TA,0,-100,Invalides,Gd,Appartement,B,1,Agent_13,2022-04-21,1102659.0
6,254.8,139.7,1185.42,1975,1946,0,507.22,3.0,2,TA,1,26.9,Luxembourg,ta,apartment,D,0,,2022-02-28,2818661.0
4,127.4,147.3,1285.91,1989,1991,1,298.56,1.0,1,TA,2,444.8,Batignolles,TA,Maison,D,0,Agent_21,2017-09-10,993987.0
5,44.4,105.7,975.33,2002,1905,1,83.96,2.0,3,Good,0,435.0,Batignolles,Gd,Duplex,D,0,,2017-11-27,416964.0
8,111.4,34.6,476.34,1928,1960,3,605.38,4.0,3,Gd,1,38.1,Invalides,Ex,Appartement,,0,Agent_19,2017-06-07,1059644.0
5,138.5,179.7,1142.2,2003,1920,2,263.78,3.0,7,Ex,1,661.4,Luxembourg,Gd,,,1,,2023-06-01,1307175.0
6,88.1,108.3,1019.2,,2001,1,461.37,2.0,2,Ex,0,21.7,Marais,None,Appartement,,0,Agent_24,2015-11-06,679436.0
4,37.1,36.9,796.0,,1927,0,568.7,1.0,5,TA,0,,Pantin,Gd,Loft,,1,,2023-08-03,305675.0
4,173.4,0,917.27,1978,1910,1,-533.94,2.0,5,TA,0,384.5,Batignolles,Ex,Appartement,,0,,2020-12-05,1259211.0
8,262.7,12.0,1104.12,1922,1924,1,-261.35,1.0,4,TA,0,950.5,Saint-Germain,Fa,Studio,C,0,Agent_49,2016-06-03,2201394.0
6,94.9,161.7,697.79,1984,2013,0,201.5,1.0,,Fa,0,474.5,Auteuil,Ex,Appartement,E,1,Agent_27,2019-06-05,812727.0
5,48.7,41.9,999.85,2001,2010,0,493.38,3.0,8,Ex,0,0,Batignolles,Gd,Maison,D,0,Agent_41,20/2/2017,376944.0
5,129.1,43.5,1103.92,1991,1988,1,403.15,3.0,1,Po,2,567.2,Clignancourt,Gd,Studio,,0,Agent_19,2023-08-09,1197827.0
6,,169.5,1153.95,2021,1950,1,52346.0,1.0,2,Fa,0,157.9,Opéra,Gd,VILLA,A,0,Agent_46,2020-06-15,812881.0
8,92.5 sqft,,1233.0 sqft,1932,,1,187.57,2.0,3,Gd,0,819.8,Montmartre,Gd,Appartement,,0,Agent_48,Q3 2019,720124.0
5,118.9,68.1,865.48,1925,1952,2,907.58,1.0,8,Ex,0,892.1,Saint-Germain,Gd,Appartement,,0,,2019-08-17,669147.0
3,,48.4,693.48,1985,1963,2,434.66,3.0,3,TA,1,273.5,RÉPUBLIQUE,TA,Studio,E,0,,2019-12-24,504886.0
6,82.8,89.8,835.42,2023,1933,2,414.66,1.0,7,Gd,1,204.9,Saint-Germain,,APPARTEMENT,E,1,,2017-08-12,754786.0
6,0,10.1,1148.57,1956,1917,1,187.16,1.0,1,Gd,0,585.7,Pantin,Ex,Duplex,C,0,,2021-08-17,50000.0
6,87.5,64.1,1626.25,1926,1939,0,-547.81,1.0,4,Gd,1,428.6,République,TA,Studio,D,0,Agent_12,,
6,128.4,210.0,985.17,1930,1975,Oui,558.1,3.0,4,gd,1,774.0,Luxembourg,TA,house,D,0,Agent_37,,892720.0
15,,151.6,1436.35,1962,2008,1,504.49,1.0,4,Fa,0,398.3,Châtelet,TA,Studio,G,0,,2019-02-26,1389514.0
6,87.4,,57136.0,2020,1931,2,60340.0,1.0,8,Ex,0,596.4,Pantin,Gd,Appartement,D,0,,2020-04-11,1126377.0
6,110.7,69.5,1515.16,1981,1985,1,966.37,2.0,2,Ex,0,431.2,Belleville,Gd,Maison,G,1,,2021-01-06,745818.0
6,157.7,146.4,833.7,1998,1928,0,639.13,2.0,8,Gd,3,606.7,Luxembourg Luxembourg,Ex,Maison,B,,,2022-08-14,1225381.0
5,106.4,142.7,300,1957,2004,3,401.62,1.0,3,Good,1,0,Montmartre,None,Studio,,0,,2021-08-08,514489.0
5,73.6,12.0,1008.92,2011,1952,,594.89,1.0,5,Gd,1,117.4,Batignolles,Ex,Maison,D,0,Agent_28,2017-11-02,529674.0
15,71.6,-50,623.46,1981,1965,0,715.13,1.0,4,Gd,1,706.0,Pigalle,Fa,Studio,B,,Agent_19,2023-07-14,1409564.0
4,71.8,100.8,495.99,1943,1947,0,498.62,3.0,5,Ex,2,603.2,,Gd,Studio,0,1,Agent_47,2019-01-22,377139.0
8,139.1,110.6,648.63,1906,2004,2,522.63,1.0,7,N/A,3,120.6,Bercy,TA,Appartement,C,0,,Q3 2022,1241927.0
9,98.8,7.0,930.09,1928,2015,0,450.03,1.0,6,Fa,3,486.7,Batignolles,Gd,Appartement,,0,,2016-01-08,994762.0
3,78.4,,1015.43,2005,1912,0,520.54,1.0,4,TA,2,1322.7,Vincennes,TA,Appartement,,0,Agent_19,2015-04-28,739542.0
5,129.8,71.4,1496.18,0,1992,1,770.21,,,Fa,2,189.7,Invalides,TA,Maison,D,0,,2016-03-22,50000.0
5,103.2,89.3,1011.66,1989,1940,1,355.05,1.0,4,TA,,774.2,Belleville,Gd,Studio,,0,Agent_11,2021-11-06,891812.0
3,81.2,98.6,1468.56,1908,2004,1,565.87,1.0,5,TA,0,193.4,Bercy,TA,Studio,D,1,,2015-03-15,487523.0
5,156.6,51.3,884.35,0,1942,1,745.16,2.0,1,Gd,0,488.2,Opéra,TA,Villa,B,1,Agent_35,2019-03-20,50000.0
4,174.2,30.4,831.92,1930,2020,0,625.87,1.0,3,TA,2,-100,Batignolles,Fa,Duplex,F,0,Agent_26,2022-12-16,1271053.0
15,111.8,112.9,449.6,1905,1913,1,738.74,1.0,1,TA,2,1004.0,Bastille,TA,Appartement,,0,,2015-01-18,1060876.0
7,102.8,153.8,881.22,,1917,2,28627.999999999996,2.0,5,ex,2,158.3,Auteuil,TA,Villa,F,0,,2015-01-27,1073770.0
5,40.8,110.7,972.0 sqft,1915,1933,0,403.35,1.0,2,,1,21.4,Vincennes,TA,Maison,,0,,2018-08-06,285931.0
3,182.5,198.8,822.0 sqft,1997,1999,1,,1.0,8,Fa,1,450.6,Châtelet,Gd,Appartement,,0,,2022-12-16,912023.0
6,323.2,,1370.47,1937,1932,1,505.5,1.0,2,Fa,1,505.5,Marais,Gd,Appartement,E,0,Agent_50,2016-09-14,1779135.0
4,133.3,56.1,1292.49,1906,1953,0,862.69,1.0,7,Ex,1,,Batignolles,Ex,Appartement,,0,,2018-11-22,670935.0
5,84.4,149.1,1016.44,1992,2012,3,250.52,10.0,6,Gd,0,1645.2,Belleville,,Duplex,F,1,Agent_41,2018-09-27,551354.0
5,179.8,190.3,963.62,1916,1927,0,535.58,1.0,7,Gd,1,478.6,Passy,Gd,Maison,,0,Agent_34,2015-02-04,1192353.0
5,154.3,191.1,672.78,1952,1950,1,267.09,1.0,2,Ex,0,398.8,Inconnu,TA,Appartement,,Non,,2015-11-10,775861.0
4,109.7,118.0,650.18,1987,1983,2,470.95,3.0,4,TA,1,148.2,Pigalle,None,Duplex,,0,Agent_26,2016-06-27,741008.0
4,130.1,3.8,550.19,1915,1955,1,628.77,2.0,1,Gd,2,875.3,république,Gd,Maison,A,0,Agent_12,2018-04-17,679575.0
6,130.6,40.9,-628.99,2013,1970,2,449.43,1.0,2,TA,1,0,Montmartre,Fa,Duplex,E,0,Agent_42,2017-07-13,1051485.0
6,153.6,26.1,827.47,1990,1982,1,,3.0,5,Gd,0,145.9,Batignolles,Fa,Appartement,F,1,Agent_30,2019-07-15,1353878.0
4,31.3,39.9,1636.17,1987,1924,1,340.3,2.0,8,gd,1,999999,Montmartre,Ex,Maison,B,0,Agent_19,2022-07-27,203515.0
